scenario_id,domain,violation_family,method,expected_violation,detected,risk,expected_behavior
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,62.1,suppress purpose-restricted field
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,62.1,suppress purpose-restricted field
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,True,62.1,suppress purpose-restricted field
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,62.1,suppress purpose-restricted field
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,62.1,suppress purpose-restricted field
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,62.1,suppress purpose-restricted field
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,62.1,suppress purpose-restricted field
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,62.1,suppress purpose-restricted field
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,62.1,suppress purpose-restricted field
benefits_002_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,62.1,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,schema_validation,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,role_matrix,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,object_policy_tests,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,field_policy_tests,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,audit_contract_tests,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,aggregation_only_tests,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,basic_policy_aware_full,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,purpose_field_contract_tests,True,True,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,consent_scope_contract_tests,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,True,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,63.9,suppress purpose-restricted field
benefits_003_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,63.9,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,schema_validation,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,role_matrix,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,object_policy_tests,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,field_policy_tests,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,audit_contract_tests,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,aggregation_only_tests,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,basic_policy_aware_full,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,purpose_field_contract_tests,True,True,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,consent_scope_contract_tests,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,58.5,suppress purpose-restricted field
benefits_004_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,58.5,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,schema_validation,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,role_matrix,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,object_policy_tests,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,field_policy_tests,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,audit_contract_tests,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,aggregation_only_tests,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,basic_policy_aware_full,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,purpose_field_contract_tests,True,True,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,consent_scope_contract_tests,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,True,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,60.3,suppress purpose-restricted field
benefits_005_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,60.3,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,schema_validation,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,role_matrix,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,object_policy_tests,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,field_policy_tests,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,audit_contract_tests,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,aggregation_only_tests,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,basic_policy_aware_full,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,purpose_field_contract_tests,True,True,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,consent_scope_contract_tests,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,62.1,suppress purpose-restricted field
benefits_006_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,62.1,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,schema_validation,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,role_matrix,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,object_policy_tests,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,field_policy_tests,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,audit_contract_tests,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,aggregation_only_tests,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,basic_policy_aware_full,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,purpose_field_contract_tests,True,True,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,consent_scope_contract_tests,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,63.9,suppress purpose-restricted field
benefits_007_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,63.9,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,schema_validation,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,role_matrix,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,object_policy_tests,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,field_policy_tests,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,audit_contract_tests,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,aggregation_only_tests,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,basic_policy_aware_full,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,purpose_field_contract_tests,True,True,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,consent_scope_contract_tests,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,True,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,58.5,suppress purpose-restricted field
benefits_008_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,58.5,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,schema_validation,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,role_matrix,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,object_policy_tests,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,field_policy_tests,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,audit_contract_tests,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,aggregation_only_tests,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,basic_policy_aware_full,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,purpose_field_contract_tests,True,True,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,consent_scope_contract_tests,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,True,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,60.3,suppress purpose-restricted field
benefits_009_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,60.3,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,schema_validation,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,role_matrix,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,object_policy_tests,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,field_policy_tests,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,audit_contract_tests,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,aggregation_only_tests,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,basic_policy_aware_full,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,purpose_field_contract_tests,True,True,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,consent_scope_contract_tests,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,True,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,62.1,suppress purpose-restricted field
benefits_010_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,62.1,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,schema_validation,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,role_matrix,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,object_policy_tests,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,field_policy_tests,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,audit_contract_tests,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,aggregation_only_tests,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,basic_policy_aware_full,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,purpose_field_contract_tests,True,True,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,consent_scope_contract_tests,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,jurisdiction_redaction_tests,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,pairwise_dependency_suite,True,True,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,risk_heuristic_privacy_linter,True,True,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,keyword_sensitive_privacy_linter,True,True,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,dependent_policy_full,True,True,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_consent,True,True,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_threshold,True,True,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_enhanced_audit,True,True,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_purpose_field,True,False,63.9,suppress purpose-restricted field
benefits_011_1_purpose_violation,benefits,purpose_conditioned_field,dependent_without_jurisdiction_field,True,True,63.9,suppress purpose-restricted field
